railroad bridge	allowing train passage
ship cabin	crew quarters
pier	amusement rides
port crane	electrical control
truck trailer	suspension system
coach railcar	air-conditioned
containerization	standardized units
cabotage	requires permit
broad gauge railway	increased capacity
tank car	storage facility
navigation	landmark
ship agent	arranging cargo
organic object	laboratory
navigation light	indicating hazards
electronic device	rarely
traffic light	important for road safety
terminal building	processing flights
pusher tug	assist in docking
deck cargo	security protocols
ship hold	lower deck
dual gauge railway	tracks are separated by a buffer
freighter	supplying
transportation schedule	duration
moving violation	radar guns
water transportation system	commercial
material handling equipment	storing
gallery car	conveying goods
passenger railway car	accommodate luggage
transit route	intercity
port crane	heavy machinery
radio navigation beacon	providing navigation data
offshore anchorage	regular inspection
crew list	office
regulatory process	transparency
chemical tanker ship	regulated by safety standards
bulkhead	important in emergency situations
bulkhead	fire stopping
liner service	fixed routes
diesel fuel	greenhouse gas emissions
port facility	loading equipment
radio navigation beacon	continuous wave
petroleum pipeline	disruption to wildlife
full size van	engine power
land area	varies by country
radar or sonar	calculating time delay
ocean liner	featured in movies
organic object	symbiotic
fixed bridge	costly
turboprop airplane	high bypass ratio
transit route	traveling
electronic device	display
ship deck	near shore
attribute	explanatory
water transportation system	social
tractor trailer	training
petroleum tanker ship	long
navigation	sea navigation
organic object	microbe
glider airplane	stick
electronic signalling	electromagnetic induction
bill of lading	commercial invoice
offshore supply ship	rescuing people
air route	duration
electronic signalling	light signals
set or class	has a membership relation
government organization	buildings
traffic control process	accidents
track gauge	different rail systems
arriving	business
navigation light	for safety
ship berth	specifically designed
paved runway	racing track
trade embargo	banning exports
dual gauge railway	allows trains with different gauges to share the same track
railway vehicle	passenger transport
dining car	on train
turbojet engine	mixed flow
surfaced roadway	rural areas
offshore supply ship	fuel
merchant marine	job creation
sport utility vehicle	sand dunes
chemical tanker ship	hazardous waste
electric motor	high
ocean liner	officers
mass measure	global
government organization	protection
glider airplane	ailerons
cargo handling	factories
cargo manifest	physical document
arriving	driver
air traffic control center	experts
vehicle carrier ship	transit
cargo ship	powered by engines
major air carrier	small
private railcar	entertainment systems
petroleum product pipeline	repairing damages
ship deck	transportation
portable bridge	tensioned
dual gauge railway	in areas with high rail traffic
guiding	concise
commercial airport	handling baggage
commercial carrier	move people
river port	riverbank
port facility	efficient
dangerous goods	cool area
transportation schedule	local
ship register	ownership records
fixed bridge	providing access
fish factory ship	making profit
diesel engine	low maintenance
parking garage	multi-level
port facility	public
electronic device	linux
airport classification	ground handling
hangar bay	secluded
international airport	security checks
transit terminal	waiting area
truck trailer	moving goods
bulk cargo	coal
international airport	near city
arriving	on time
cable ship	has propellers
hoisting device	limited
department of transportation	headed by a secretary
department of transportation	substantial
moving violation	injury
guiding	daily life
private railcar	very expensive
set or class	unique or duplicate
transit terminal	seaport
offshore supply ship	offshore oil and gas industry
ship hold	lifeboats
fishing vessel	transporting
transportation system	connecting places
department of transportation	railways
train assembly	construction site
material handling equipment	mobile
canal system	economic growth
crane ship	supporting oil extraction
fish factory ship	subject to quotas
fuel tank	needs occasional replacement
mass measure	calculator
water transportation system	carrying people
broad gauge railway	major cities
offshore support ship	naval operations
passenger ship	company
transportation device	sustainable
fixed bridge	spanning water
light truck	smaller
navigation buoy	channel
bulkhead	in aerospace
vehicle carrier ship	ferrying trucks
chemical tanker ship	trained crew
gallery car	artistic interior
multiple track railway	elevated
truck trailer	distribution centers
cable ship	maintenance
pusher tug	harbour operations
rail transportation system	seats
railroad company	business
taking off	leave
maritime blockade	effective in 19th century
coach railcar	longer than a bus
ocean liner	played significant role in global trade and migration
surfaced roadway	frequently repaired
signalling	traffic signals
contract carrier	sea transportation
electric motor	automatic
turbojet engine	invented by sir frank whittle
light truck	utility
sea lane	marine highway
tank car	shipping chemicals
canal lock	flight lock
tugboat	lifting
organic object	garden
containerization	space-saving
ship deck	varies
cubic foot	rectangular shape
cab car	steel
vehicle registration	varies by state
private railcar	luxurious interior
vehicle carrier ship	coastal routes
transitway	urban
aid to navigation	direction
cab car	street
refrigerated compartment	coils
ship hatch	emergency evacuation
port embargo	financial
unpaved runway	testing
freighter	container
petroleum pipeline	regular maintenance
fire boat	converted vessel
major air carrier	cargo fees
road junction	merging
multiple track railway	faster travel
traffic signal	by local laws
organizational process	failure
transitway	frequently patrolled
drilling ship	maintenance
personal watercraft	has a handle
sea lane	path for navigation
air route	carrying cargo
rolling stock	variable
canal system	complex
intentional process	successful
commercial airport	urban
relational attribute	date
arriving	important
chemical tanker ship	stainless steel
air traffic control center	follow faa rules
