shipping channel	reduce navigation risk purpose
government organization	legislative function
land area	desert natural features
fishing vessel	propulsion system design
commercial shipping	dependent on cargo cost
vehicle carrier ship	vast cargo capacity
cargo manifest	logistics usage
waterway junction	habitat disruption environmental concerns
offshore support ship	naval operations usage
taking off	vertical direction
bulkhead	aerospace application
cargo manifest	freight forwarders generated by
canal lock gate	hand operated operating mechanism
electrified railway	freight transport usage
crew list	for accountability usefulness
transit terminal	government controlled management
passenger car	multiple seating capacity
regulatory process	consumer protection goals
material handling equipment	variable weight capacity
transit shelter	simple design typical characteristics
private railcar	individuals owned by
maritime blockade	to pressure a country purpose
local transit system	subway type
organic compound	harmful to environment characteristics
lighter	torch types
commercial shipping	intercontinental routes
transportation system	inconvenient characteristic
dining car	food options amenities
guiding	mental guidance type
petroleum pipeline	security threats risk
emergency vehicle	emergency response used for
electrified railway	transportation purpose
transit route	subway route type
local transit system	infrequent delays maintenance
crew list	edited manually maintenance
department of transportation	authority organizational structure
ship cabin	couch furniture
road transportation system	supporting economy function
navigation buoy	sunk installation
land area	used for mapping calculations
transportation company	government business model
regulatory process	public comment methods
road junction	priority control
attaching	to fix purposes
offshore supply ship	robust characteristics
passenger railway car	cabins structure
aid to navigation	ocean located at
port facility	government-run management
shipping channel	canal types
regulatory process	adjudication mechanisms
coach railcar	wood material
rocket engine	high reliability characteristic
vehicle carrier ship	seas operational range
freighter	heavy size
shipping lane	subject to regulation
deck cargo	boat mode of transport
